Tax Year,Resident Type,Place of Residence,Country,State,County,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Tax Liability of All Returns (in thousands) **,Number of Taxable Returns,NY AGI of Taxable Returns (in thousands) *,Tax Liability of Taxable Returns (in thousands) **,Number of Nontaxable Returns,NY AGI of Nontaxable Returns (in thousands) *,Tax Liability of Nontaxable Returns (in thousands) **,Average NY AGI of All Returns,Average Tax of All Returns,Average NY AGI of Taxable Returns,Average Tax of Taxable Returns,Average NY AGI of Nontaxable Returns,County Sort Order
2008,Full-Year Nonresident,Kentucky,United States,Kentucky,All,,"1,187","413,793","2,375",785,"309,171","2,375",402,"104,622",,"348,604","2,001","393,848","3,025","260,254",117
2008,Full-Year Nonresident,Louisiana,United States,Louisiana,All,,"1,291","949,937","2,028",918,"385,757","2,033",373,"564,180",,"735,815","1,571","420,215","2,215","1,512,547",118
2008,Full-Year Nonresident,Maine,United States,Maine,All,,"2,047","515,195","9,920","1,655","491,810","10,019",392,"23,385",,"251,683","4,846","297,166","6,054","59,656",119
2008,Full-Year Nonresident,Maryland,United States,Maryland,All,,"8,088","3,917,965","34,262","5,820","3,254,833","34,303","2,268","663,132",,"484,417","4,236","559,250","5,894","292,386",120
2008,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,,"18,765","8,485,262","69,149","15,040","7,079,075","70,349","3,725","1,406,188",,"452,186","3,685","470,683","4,677","377,500",121
2008,Full-Year Nonresident,Michigan,United States,Michigan,All,,"4,285","1,786,617","9,079","3,245","1,315,256","9,085","1,040","471,361",,"416,947","2,119","405,318","2,800","453,232",122
2008,Full-Year Nonresident,Minnesota,United States,Minnesota,All,,"2,340","2,067,641","5,572","1,804","1,525,513","5,578",536,"542,128",,"883,607","2,381","845,628","3,092","1,011,433",123
2008,Full-Year Nonresident,Missouri,United States,Missouri,All,,"2,181","1,229,406","6,027","1,633","1,082,456","6,219",548,"146,951",,"563,689","2,763","662,863","3,808","268,159",125
2008,Full-Year Nonresident,Nevada,United States,Nevada,All,,"1,640","1,226,709","5,377","1,093","797,900","5,391",547,"428,809",,"747,993","3,279","730,009","4,932","783,929",128
2008,Full-Year Nonresident,New Hampshire,United States,New Hampshire,All,,"2,645","826,338","6,279","2,079","559,083","7,268",566,"267,255",,"312,415","2,374","268,919","3,496","472,182",129
2008,Full-Year Nonresident,New Jersey,United States,New Jersey,All,,"378,970","70,799,236","2,594,752","346,011","68,604,080","2,596,843","32,959","2,195,156",,"186,820","6,847","198,271","7,505","66,603",130
2008,Full-Year Nonresident,North Carolina,United States,North Carolina,All,,"9,615","2,780,732","21,357","6,105","2,345,227","21,544","3,510","435,504",,"289,208","2,221","384,149","3,529","124,075",132
2008,Full-Year Nonresident,Ohio,United States,Ohio,All,,"5,992","2,819,086","13,803","4,534","2,357,107","13,856","1,458","461,979",,"470,475","2,304","519,874","3,056","316,858",134
2008,Full-Year Nonresident,Oregon,United States,Oregon,All,,"1,375","942,478","2,995",986,"385,447","2,995",389,"557,031",,"685,439","2,178","390,920","3,038","1,431,956",136
2008,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,,"58,819","8,994,497","159,175","49,568","8,424,949","161,151","9,251","569,548",,"152,918","2,706","169,967","3,251","61,566",137
2008,Full-Year Nonresident,Rhode Island,United States,Rhode Island,All,,"2,222","550,969","5,311","1,718","426,071","5,319",504,"124,898",,"247,961","2,390","248,004","3,096","247,813",138
2008,Full-Year Nonresident,South Carolina,United States,South Carolina,All,,"3,861","949,275","12,430","2,427","838,379","12,439","1,434","110,896",,"245,862","3,219","345,438","5,125","77,333",139
2008,Full-Year Nonresident,Tennessee,United States,Tennessee,All,,"2,344","1,597,819","6,707","1,669","954,467","6,735",675,"643,351",,"681,663","2,861","571,880","4,035","953,113",141
2008,Full-Year Nonresident,Texas,United States,Texas,All,,"9,673","10,544,772","35,781","7,080","5,946,415","36,222","2,593","4,598,356",,"1,090,124","3,699","839,889","5,116","1,773,373",142
2008,Full-Year Nonresident,Vermont,United States,Vermont,All,,"5,046","940,678","13,721","4,080","724,894","13,819",966,"215,784",,"186,421","2,719","177,670","3,387","223,379",144
2008,Full-Year Nonresident,Virginia,United States,Virginia,All,,"10,411","5,559,154","36,354","7,206","4,539,822","36,488","3,205","1,019,332",,"533,969","3,492","630,006","5,064","318,044",145
2008,Full-Year Nonresident,Washington,United States,Washington,All,,"3,016","5,345,549","7,124","1,969","1,676,436","7,134","1,047","3,669,112",,"1,772,397","2,362","851,415","3,623","3,504,405",146
2008,Full-Year Nonresident,Wisconsin,United States,Wisconsin,All,,"1,743","1,112,918","7,356","1,317","913,390","7,395",426,"199,528",,"638,507","4,220","693,538","5,615","468,376",148
2008,Full-Year Nonresident,All Other States,United States,All Other States,All,,"8,577","5,097,351","22,226","5,809","4,012,776","22,463","2,768","1,084,575",,"594,305","2,591","690,786","3,867","391,826",150
2008,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,,"3,553","573,012","11,197","2,677","561,298","11,205",876,"11,714",,"161,276","3,151","209,674","4,186","13,372",200
2008,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,,"1,056","160,218","2,828",608,"142,905","2,828",448,"17,313",,"151,722","2,678","235,041","4,651","38,645",201
2008,Full-Year Nonresident,Germany,Germany,Not Applicable,Not Applicable,,"20,797","137,826","3,169",797,"102,135","3,170","20,000","35,691",,"6,627",152,"128,149","3,977","1,785",203
2008,Full-Year Nonresident,Ireland,Ireland,Not Applicable,Not Applicable,,"1,692","25,714",458,290,"17,802",482,"1,402","7,913",,"15,197",271,"61,386","1,662","5,644",205
2008,Full-Year Nonresident,United Kingdom,United Kingdom,Not Applicable,Not Applicable,,"2,985","3,043,893","45,020","1,944","2,849,874","45,022","1,041","194,019",,"1,019,730","15,082","1,465,985","23,159","186,378",212
2008,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,,"7,592","1,408,168","26,629","4,185","1,176,724","26,629","3,407","231,444",,"185,481","3,508","281,177","6,363","67,932",213
2013,Full-Year Resident,Cayuga,United States,New York,Cayuga,,"34,154","1,484,150.34","50,835.33","22,756","1,340,335.74","56,998.02","11,398","143,814.61","-6,162.69","43,455","1,488","58,900","2,505","12,618",11
2008,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,,"37,944","8,189,072","171,604","24,177","7,503,321","171,992","13,767","685,751",,"215,820","4,523","310,350","7,114","49,811",214
2008,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident",,"798,174","258,555,934","4,834,390","648,344","215,939,373","4,849,134","149,830","42,616,561","-14,744","323,934","6,057","333,063","7,479","284,433",215
2008,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident",,"204,166","15,699,647","485,941","159,931","14,914,732","492,989","44,235","784,915","-7,048","76,896","2,380","93,257","3,083","17,744",250
2008,"Grand Total, Total","Grand Total, Total",All,All,"Grand Total, Total",,"9,589,580","845,651,748","31,644,934","6,545,394","782,135,632","32,856,921","3,044,186","63,516,116","-1,211,987","88,184","3,300","119,494","5,020","20,865",299
2007,Full-Year Resident,New York City - Bronx,United States,New York,Bronx,,"559,033","17,384,899","364,874","291,158","14,140,084","552,366","267,875","3,244,814",,"31,098",653,"48,565","1,897","12,113",1
2007,Full-Year Resident,New York City - Kings,United States,New York,Kings,,"1,022,418","44,324,065","1,537,094","604,365","39,500,852","1,773,787","418,053","4,823,213",,"43,352","1,503","65,359","2,935","11,537",2
2007,Full-Year Resident,New York City - Manhattan,United States,New York,Manhattan,,"849,680","176,750,886","10,207,916","604,192","174,052,040","10,364,518","245,488","2,698,846",,"208,021","12,014","288,074","17,154","10,994",3
2007,Full-Year Resident,New York City - Queens,United States,New York,Queens,,"975,684","39,500,794","1,367,986","607,133","35,549,592","1,526,119","368,551","3,951,203",,"40,485","1,402","58,553","2,514","10,721",4
2007,Full-Year Resident,New York City - Richmond,United States,New York,Richmond,,"199,026","11,405,075","458,325","141,176","10,793,278","478,786","57,850","611,797",,"57,304","2,303","76,453","3,391","10,576",5
2007,Full-Year Resident,"Total, New York City",United States,New York,"Total, New York City",,"3,605,841","289,365,719","13,936,196","2,248,024","274,035,846","14,695,576","1,357,817","15,329,873",,"80,249","3,865","121,901","6,537","11,290",6
2007,Full-Year Resident,Albany,United States,New York,Albany,,"143,270","7,710,613","329,294","103,859","7,314,305","345,115","39,411","396,307",,"53,819","2,298","70,425","3,323","10,056",7
2007,Full-Year Resident,Allegany,United States,New York,Allegany,,"18,520","655,145","19,310","11,732","582,877","21,941","6,788","72,268",,"35,375","1,043","49,683","1,870","10,646",8
2007,Full-Year Resident,Broome,United States,New York,Broome,,"90,959","3,795,060","132,684","61,087","3,462,976","149,301","29,872","332,084",,"41,723","1,459","56,689","2,444","11,117",9
2007,Full-Year Resident,Cattaraugus,United States,New York,Cattaraugus,,"34,375","1,232,082","37,666","21,936","1,096,695","42,744","12,439","135,387",,"35,842","1,096","49,995","1,949","10,884",10
2007,Full-Year Resident,Cayuga,United States,New York,Cayuga,,"34,924","1,376,963","45,432","23,760","1,248,579","50,543","11,164","128,384",,"39,427","1,301","52,550","2,127","11,500",11
2007,Full-Year Resident,Chautauqua,United States,New York,Chautauqua,,"57,647","2,096,407","64,396","36,464","1,864,486","72,925","21,183","231,921",,"36,366","1,117","51,132","2,000","10,948",12
2007,Full-Year Resident,Chemung,United States,New York,Chemung,,"38,654","1,595,259","57,216","24,901","1,455,505","62,551","13,753","139,754",,"41,270","1,480","58,452","2,512","10,162",13
2007,Full-Year Resident,Chenango,United States,New York,Chenango,,"22,320","789,396","24,144","14,320","707,298","27,407","8,000","82,099",,"35,367","1,082","49,392","1,914","10,262",14
2007,Full-Year Resident,Clinton,United States,New York,Clinton,,"35,285","1,441,561","50,578","24,260","1,324,939","54,859","11,025","116,623",,"40,855","1,433","54,614","2,261","10,578",15
2007,Full-Year Resident,Columbia,United States,New York,Columbia,,"28,526","1,594,839","59,717","19,774","1,389,710","62,485","8,752","205,130",,"55,908","2,093","70,280","3,160","23,438",16
2007,Full-Year Resident,Cortland,United States,New York,Cortland,,"20,327","803,264","26,299","13,746","730,526","29,720","6,581","72,738",,"39,517","1,294","53,145","2,162","11,053",17
2007,Full-Year Resident,Delaware,United States,New York,Delaware,,"20,235","772,863","26,484","12,625","702,665","29,042","7,610","70,197",,"38,194","1,309","55,657","2,300","9,224",18
2007,Full-Year Resident,Dutchess,United States,New York,Dutchess,,"129,787","8,201,092","350,035","96,544","7,845,431","365,167","33,243","355,661",,"63,189","2,697","81,263","3,782","10,699",19
2007,Full-Year Resident,Erie,United States,New York,Erie,,"423,165","19,842,782","796,608","290,109","18,582,477","847,676","133,056","1,260,305",,"46,891","1,882","64,053","2,922","9,472",20
2007,Full-Year Resident,Essex,United States,New York,Essex,,"17,022","746,751","25,388","11,200","691,030","27,390","5,822","55,721",,"43,870","1,491","61,699","2,446","9,571",21
2007,Full-Year Resident,Franklin,United States,New York,Franklin,,"19,757","699,909","21,551","12,486","627,963","24,812","7,271","71,946",,"35,426","1,091","50,293","1,987","9,895",22
2007,Full-Year Resident,Fulton,United States,New York,Fulton,,"24,606","931,808","31,089","16,159","845,024","34,531","8,447","86,783",,"37,869","1,263","52,294","2,137","10,274",23
2007,Full-Year Resident,Genesee,United States,New York,Genesee,,"27,817","1,060,455","35,488","19,003","976,503","38,688","8,814","83,952",,"38,123","1,276","51,387","2,036","9,525",24
2007,Full-Year Resident,Greene,United States,New York,Greene,,"21,372","906,592","34,085","14,510","844,956","36,001","6,862","61,637",,"42,420","1,595","58,233","2,481","8,982",25
2007,Full-Year Resident,Hamilton,United States,New York,Hamilton,,"2,574","95,175","3,156","1,663","86,797","3,368",911,"8,379",,"36,976","1,226","52,193","2,025","9,198",26
2007,Full-Year Resident,Herkimer,United States,New York,Herkimer,,"27,597","976,049","29,743","18,106","876,757","33,599","9,491","99,292",,"35,368","1,078","48,424","1,856","10,462",27
2007,Full-Year Resident,Jefferson,United States,New York,Jefferson,,"40,888","1,534,122","49,248","26,666","1,376,211","55,397","14,222","157,910",,"37,520","1,204","51,609","2,077","11,103",28
2007,Full-Year Resident,Lewis,United States,New York,Lewis,,"11,030","403,916","11,785","7,289","358,745","13,557","3,741","45,171",,"36,620","1,068","49,217","1,860","12,075",29
2007,Full-Year Resident,Livingston,United States,New York,Livingston,,"27,573","1,164,373","38,789","19,043","1,044,288","42,698","8,530","120,084",,"42,229","1,407","54,838","2,242","14,078",30
2007,Full-Year Resident,Madison,United States,New York,Madison,,"29,734","1,329,352","47,271","20,690","1,217,819","51,763","9,044","111,533",,"44,708","1,590","58,860","2,502","12,332",31
2007,Full-Year Resident,Monroe,United States,New York,Monroe,,"343,969","17,822,417","734,899","238,675","16,727,404","778,252","105,294","1,095,012",,"51,814","2,137","70,084","3,261","10,400",32
2007,Full-Year Resident,Montgomery,United States,New York,Montgomery,,"23,312","828,133","25,132","15,058","740,053","29,218","8,254","88,080",,"35,524","1,078","49,147","1,940","10,671",33
2007,Full-Year Resident,Nassau,United States,New York,Nassau,,"655,843","66,662,897","3,347,808","485,010","64,604,466","3,416,270","170,833","2,058,431",,"101,645","5,105","133,202","7,044","12,049",34
2007,Full-Year Resident,Niagara,United States,New York,Niagara,,"100,491","4,003,107","143,841","68,266","3,709,075","154,809","32,225","294,032",,"39,835","1,431","54,333","2,268","9,124",35
2007,Full-Year Resident,Oneida,United States,New York,Oneida,,"103,235","4,104,255","144,372","68,256","3,754,340","159,098","34,979","349,915",,"39,756","1,398","55,004","2,331","10,004",36
2007,Full-Year Resident,Onondaga,United States,New York,Onondaga,,"209,997","10,593,888","409,704","146,615","9,766,923","446,057","63,382","826,965",,"50,448","1,951","66,616","3,042","13,047",37
2007,Full-Year Resident,Ontario,United States,New York,Ontario,,"48,665","2,384,272","94,622","34,375","2,234,546","99,786","14,290","149,726",,"48,994","1,944","65,005","2,903","10,478",38
2007,Full-Year Resident,Orange,United States,New York,Orange,,"159,014","9,150,678","337,915","113,522","8,600,628","357,582","45,492","550,050",,"57,546","2,125","75,762","3,150","12,091",39
2007,Full-Year Resident,Orleans,United States,New York,Orleans,,"18,134","639,339","19,610","11,717","572,938","22,190","6,417","66,401",,"35,256","1,081","48,898","1,894","10,348",40
2007,Full-Year Resident,Oswego,United States,New York,Oswego,,"51,351","1,987,496","66,870","34,392","1,816,148","73,397","16,959","171,348",,"38,704","1,302","52,807","2,134","10,104",41
2007,Full-Year Resident,Otsego,United States,New York,Otsego,,"26,195","1,058,450","37,951","17,286","969,935","41,101","8,909","88,515",,"40,407","1,449","56,111","2,378","9,935",42
2007,Full-Year Resident,Putnam,United States,New York,Putnam,,"46,209","3,920,683","178,188","35,918","3,808,706","180,202","10,291","111,976",,"84,847","3,856","106,039","5,017","10,881",43
2007,Full-Year Resident,Rensselaer,United States,New York,Rensselaer,,"72,446","3,319,972","126,265","51,863","3,102,176","134,016","20,583","217,796",,"45,827","1,743","59,815","2,584","10,581",44
2007,Full-Year Resident,Rockland,United States,New York,Rockland,,"132,396","10,102,545","413,079","94,124","9,605,592","428,122","38,272","496,952",,"76,306","3,120","102,053","4,548","12,985",45
2007,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,,"42,262","1,554,778","50,459","27,078","1,405,807","56,600","15,184","148,971",,"36,789","1,194","51,917","2,090","9,811",46
